"Id","SalePrice"
1461,126950.3929
1462,149193.347
1463,170949.462333333
1464,170136.180333333
1465,202639.512033333
1466,163482.037166667
1467,158464.056666667
1468,155326.771966667
1469,166175.227633333
1470,127787.494166667
1471,187106.471233333
1472,111355.734033333
1473,90722.5916
1474,149202.8384
1475,120709.1269
1476,425786.7637
1477,289132.181133333
1478,334146.4777
1479,344350.7763
1480,510546.978466667
1481,332196.1828
1482,207524.924933333
1483,154789.104266667
1484,150231.0146
1485,163560.8567
1486,177367.442833333
1487,378670.485066667
1488,275018.901233333
1489,179229.1659
1490,209751.945133333
1491,177937.904333333
1492,92781.4787666666
1493,184449.717066667
1494,329600.9207
1495,351497.6452
1496,228616.954666667
1497,192011.2632
1498,146398.19
1499,159217.06
1500,158355.6932
1501,168688.568133333
1502,154475.6908
1503,350183.5028
1504,242914.1804
1505,219784.869633333
1506,179036.567933333
1507,208515.6004
1508,174696.621866667
1509,157039.457733333
1510,149747.224766667
1511,147134.676933333
1512,164617.085933333
1513,162019.5056
1514,157769.693866667
1515,210708.376333333
1516,147086.9324
1517,156637.508333333
1518,128569.7515
1519,202712.0399
1520,128519.0302
1521,137515.065933333
1522,157676.112
1523,107724.9786
1524,117899.033966667
1525,120473.050333333
1526,116475.240233333
1527,104482.419733333
1528,130336.143833333
1529,140801.540066667
1530,170086.052666667
1531,92804.9901333333
1532,107549.206433333
1533,130225.871966667
1534,114393.009
1535,145785.499266667
1536,108460.964833333
1537,85130.1637333333
1538,194958.794066667
1539,200660.3284
1540,96937.4278333333
1541,139907.545333333
1542,140521.885833333
1543,215096.726
1544,83026.6549333333
1545,114761.457366667
1546,125461.579233333
1547,123721.8283
1548,130387.326133333
1549,110901.199866667
1550,135185.902133333
1551,120510.214366667
1552,146596.314166667
1553,154099.768333333
1554,110070.632866667
1555,161911.722366667
1556,89385.1639
1557,109501.830466667
1558,91616.3144333333
1559,88851.3959333333
1560,140592.946933333
1561,145226.397033333
1562,123392.487833333
1563,117953.032466667
1564,150906.212533333
1565,147052.639566667
1566,210442.297466667
1567,74066.8514
1568,197590.995866667
1569,133639.173566667
1570,136984.950933333
1571,127598.467766667
1572,148044.905833333
1573,250132.021833333
1574,100456.585933333
1575,198805.440866667
1576,232577.063366667
1577,162441.5827
1578,151550.5684
1579,148196.283133333
1580,173882.3287
1581,145322.108666667
1582,129041.862733333
1583,346300.789766667
1584,214394.9864
1585,133547.832133333
1586,62769.6184333333
1587,99763.0597333333
1588,151806.9025
1589,90678.4581666667
1590,133404.719
1591,99692.2217333333
1592,116220.017466667
1593,122076.032966667
1594,215758.185833333
1595,102201.235733333
1596,223239.474066667
1597,165847.096033333
1598,176062.0955
1599,205509.704033333
1600,201097.753966667
1601,75597.9388333333
1602,116420.189633333
1603,81770.5035333333
1604,296398.990433333
1605,290689.670366667
1606,168132.692266667
1607,174721.755166667
1608,190383.8406
1609,162777.804933333
1610,136830.3972
1611,141962.234366667
1612,138568.7673
1613,145407.590733333
1614,119502.543566667
1615,79804.8503333333
1616,54630.2236
1617,85473.27
1618,121434.845133333
1619,132578.9215
1620,144104.1404
1621,120666.106366667
1622,141915.763
1623,292932.5678
1624,189864.164533333
1625,129161.828666667
1626,160522.126633333
1627,174159.797
1628,301298.558766667
1629,166510.677466667
1630,337457.7365
1631,225869.7907
1632,260007.21
1633,167561.331
1634,171128.106133333
1635,157393.170666667
1636,136370.334166667
1637,173831.921933333
1638,185833.385633333
1639,162245.833633333
1640,256402.0153
1641,174604.95
1642,221548.580866667
1643,244273.0738
1644,235857.1496
1645,185936.223666667
1646,163222.318033333
1647,155051.2972
1648,122581.397033333
1649,143569.6044
1650,127363.5424
1651,120849.752666667
1652,94029.4413333334
1653,96566.0698
1654,145793.833133333
1655,141890.883366667
1656,144057.762366667
1657,143299.140933333
1658,152462.682333333
1659,126633.850266667
1660,147728.713333333
1661,522339.330133334
1662,425593.8922
1663,412701.380133333
1664,474917.9056
1665,345486.130966667
1666,351823.002966667
1667,382422.479866667
1668,376972.138366667
1669,342843.3701
1670,375731.441633333
1671,233507.0595
1672,501755.435633334
1673,330984.5117
1674,288974.911033333
1675,167405.383533333
1676,167253.972366667
1677,193871.116733333
1678,498228.61
1679,411842.7149
1680,334322.652766667
1681,261817.4539
1682,324986.778266667
1683,154236.781933333
1684,159653.998966667
1685,158419.974533333
1686,152625.202733333
1687,163413.525
1688,163640.949033333
1689,174205.9938
1690,171963.867833333
1691,162057.269833333
1692,314477.169666667
1693,162160.69
1694,166934.679466667
1695,160270.609433333
1696,273755.841
1697,164993.4095
1698,420332.093966667
1699,344740.088133333
1700,217092.3857
1701,295401.003366667
1702,280543.580066667
1703,287028.212266667
1704,307656.180866667
1705,251160.426166667
1706,468507.903266667
1707,214562.2376
1708,198361.966333333
1709,331748.4957
1710,284090.3035
1711,311283.832066667
1712,258834.6681
1713,301366.8303
1714,226632.815033333
1715,201303.8365
1716,167316.798333333
1717,159692.671666667
1718,116337.949
1719,182514.816
1720,290195.504166667
1721,164017.62
1722,119422.863566667
1723,137172.878933333
1724,205993.3546
1725,233116.83
1726,172324.139
1727,142790.6455
1728,187871.276333333
1729,153257.165833333
1730,159630.222333333
1731,126104.531566667
1732,111160.127666667
1733,125461.1703
1734,128711.110366667
1735,136820.828533333
1736,113014.1656
1737,359080.606966667
1738,195535.640533333
1739,293435.894966667
1740,212592.211833333
1741,192727.613833333
1742,163612.814166667
1743,170732.387366667
1744,308066.096966667
1745,235208.6614
1746,243510.564866667
1747,212571.977533333
1748,203872.689566667
1749,154611.300066667
1750,132593.478633333
1751,217172.417366667
1752,131756.76
1753,147601.459433333
1754,192114.110766667
1755,167656.895466667
1756,120769.542366667
1757,118987.063
1758,154174.5338
1759,160736.53
1760,145299.790166667
1761,144301.692966667
1762,177975.657666667
1763,163439.183833333
1764,123148.228733333
1765,215438.529033333
1766,179395.052866667
1767,202764.0995
1768,150049.013333333
1769,159839.142
1770,147875.196666667
1771,131572.051533333
1772,130810.2875
1773,127366.1791
1774,118778.373233333
1775,137215.4943
1776,121739.677
1777,115999.818233333
1778,146291.833366667
1779,119365.5247
1780,160387.761933333
1781,132747.1892
1782,88107.4529
1783,132391.0923
1784,106015.769333333
1785,105482.361133333
1786,147900.325666667
1787,159921.263333333
1788,49268.3029333333
1789,87152.8879333334
1790,93564.0366666666
1791,174555.978166667
1792,151133.217233333
1793,137268.706733333
1794,148851.954966667
1795,132568.116666667
1796,121634.904066667
1797,113007.5584
1798,126212.664766667
1799,113185.703266667
1800,125108.092866667
1801,130821.832833333
1802,134650.149933333
1803,150248.861
1804,143137.3201
1805,147996.356666667
1806,112002.4594
1807,134073.363333333
1808,119147.802
1809,120713.301233333
1810,138219.1421
1811,102480.668733333
1812,102394.9116
1813,118183.979566667
1814,86624.5770333333
1815,52346.8424333333
1816,86654.1482
1817,113534.345466667
1818,137287.1635
1819,119334.037133333
1820,47259.5998666666
1821,117093.072533333
1822,145435.519466667
1823,51519.8461666667
1824,132003.776266667
1825,137287.939333333
1826,104402.514466667
1827,99480.1897666666
1828,134294.366533333
1829,106181.596566667
1830,119196.976533333
1831,149956.216566667
1832,86674.2722666667
1833,147794.535533333
1834,118087.9084
1835,139945.4949
1836,118594.0162
1837,90118.09
1838,125135.420333333
1839,80239.02
1840,145249.652
1841,130685.402566667
1842,78414.0387666667
1843,137830.652533333
1844,135780.746166667
1845,151873.183333333
1846,148443.3824
1847,170938.636733333
1848,49503.6045333333
1849,115196.967
1850,133881.506
1851,150202.9996
1852,128508.552866667
1853,138947.591633333
1854,161438.993333333
1855,163774.918333333
1856,211240.971666667
1857,165352.337033333
1858,142458.3994
1859,142780.644
1860,139215.8874
1861,141939.391766667
1862,327946.184366667
1863,333313.421733333
1864,333313.421733333
1865,349445.235466667
1866,344164.3879
1867,285657.6593
1868,310450.610933333
1869,189500.722666667
1870,286026.4521
1871,292288.445066667
1872,161193.7982
1873,207094.651433333
1874,138695.75
1875,181095.128366667
1876,181677.5089
1877,187202.1225
1878,183088.856333333
1879,125659.268333333
1880,139873.984666667
1881,242137.528066667
1882,268635.777
1883,155357.864866667
1884,195146.816533333
1885,253675.444866667
1886,306453.177
1887,181714.637366667
1888,295234.2377
1889,151595.5013
1890,134456.282933333
1891,129727.872233333
1892,100621.924066667
1893,132359.436266667
1894,124433.139333333
1895,148322.778233333
1896,126107.4617
1897,120458.208933333
1898,119698.546933333
1899,148623.669066667
1900,149798.3178
1901,155418.473266667
1902,133378.140466667
1903,188970.651833333
1904,139692.973133333
1905,166421.965333333
1906,154227.6211
1907,198984.498033333
1908,121160.013833333
1909,139232.513566667
1910,109333.973633333
1911,204555.1124
1912,290095.4088
1913,135132.520433333
1914,48347.5207666667
1915,307516.162333333
1916,69767.4990666666
1917,300916.9365
1918,152103.0125
1919,162472.938133333
1920,136338.962166667
1921,428052.0668
1922,356758.4699
1923,208553.881166667
1924,233968.958933333
1925,193653.7398
1926,420681.2004
1927,137775.067666667
1928,149385.386366667
1929,122601.094466667
1930,130488.4132
1931,137975.917466667
1932,124788.003033333
1933,207629.272566667
1934,170840.524733333
1935,166928.6816
1936,166839.035466667
1937,168946.317933333
1938,149659.035
1939,269137.630033333
1940,202800.628866667
1941,157612.767566667
1942,171142.748266667
1943,204013.000533333
1944,353427.299966666
1945,408383.6639
1946,156866.278866667
1947,294753.262166667
1948,156800.6264
1949,232660.760566667
1950,186913.384633333
1951,269238.7861
1952,202711.786533333
1953,160611.668533333
1954,174765.223833333
1955,126189.3158
1956,328446.937333333
1957,163117.811666667
1958,293924.0581
1959,133638.146666667
1960,114635.433566667
1961,112183.3177
1962,98770.1544
1963,111289.8258
1964,102252.3506
1965,136157.154733333
1966,141442.537166667
1967,322316.6159
1968,430404.149433333
1969,412882.273033333
1970,484757.075866667
1971,497991.090966667
1972,421954.4175
1973,302429.679966667
1974,369569.8291
1975,476975.319966667
1976,290854.4038
1977,396115.2538
1978,410996.146833333
1979,357042.991833333
1980,177760.4645
